Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,08-08-18 16:27,FALSE,Kansas City Running,4.4,596,0:37:37,148,172,3.6,162,176,8:33,7:09,138,135,1.16,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,5,0
Running,04-08-18 12:11,FALSE,Kansas City Running,3.69,512,0:32:10,151,171,3.3,160,182,8:43,6:43,154,128,1.15,0,0,0,0,0,0:00,87.8,0:00,No,00:00.0,4,0
Running,03-08-18 16:22,FALSE,Kansas City Running,3,395,0:24:33,152,174,3.4,164,174,8:10,6:36,82,85,1.2,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,4,0
Running,02-08-18 15:23,FALSE,Kansas City Running,4.31,594,0:36:29,152,174,3.9,163,174,8:28,7:28,108,121,1.17,0,0,0,0,0,0:00,87.8,0:00,No,00:00.0,5,0
Running,30-07-18 19:34,FALSE,Kansas City Running,3,375,0:24:18,146,165,3.2,162,175,8:06,6:56,72,89,1.23,0,0,0,0,0,0:00,77,0:00,No,00:00.0,4,0
Running,28-07-18 12:38,FALSE,Kansas City Running,4.31,572,0:35:40,153,178,3.8,165,180,8:17,6:50,125,138,1.18,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,5,0
Running,25-07-18 13:35,FALSE,Kansas City Running,3.01,389,0:24:15,152,176,3.5,164,178,8:04,6:42,66,82,1.21,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,4,0
Running,23-07-18 11:53,FALSE,Kansas City Running,3.86,493,0:40:52,127,141,2.1,154,226,10:36,8:32,112,79,0.99,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,4,0
Running,21-07-18 14:36,FALSE,Kansas City Running,1.19,149,0:10:03,142,161,2.3,152,174,8:25,6:59,36,52,1.25,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,2,0
Running,18-07-18 13:16,FALSE,Kansas City Running,0.55,69,04:18.6,155,172,1.8,159,189,7:49,6:03,39,33,1.3,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,1,0
Running,18-07-18 12:46,FALSE,Kansas City Running,2.99,411,0:25:39,152,182,3.4,160,184,8:35,6:28,92,69,1.17,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,3,0
Running,17-07-18 12:33,FALSE,Kansas City Running,1.9,253,0:16:39,146,165,2.8,159,183,8:46,6:54,105,82,1.15,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,2,0
Running,16-07-18 18:17,FALSE,Kansas City Running,3.01,397,0:24:43,153,177,3.5,163,176,8:14,7:11,79,102,1.2,0,0,0,0,0,0:00,86,0:00,No,00:00.0,4,0
Cycling,14-07-18 22:44,FALSE,Kansas City Cycling,1.82,139,0:15:55,108,132,0.8,--,--,6.9,19.3,33,79,0,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,1,0
Cycling,14-07-18 21:33,FALSE,Kansas City Cycling,2.41,166,0:22:12,102,134,0.8,--,--,6.5,14.5,144,72,0,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,1,0
Running,12-07-18 18:28,FALSE,Kansas City Running,3.01,416,0:25:59,152,176,3.5,159,172,8:39,7:11,72,92,1.17,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,4,0
Running,11-07-18 13:50,FALSE,Kansas City Running,0.78,107,06:38.1,156,174,2.4,162,245,8:30,6:56,43,66,1.17,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Running,11-07-18 13:06,FALSE,Kansas City Running,0.77,92,06:00.4,144,158,2,162,179,7:50,6:31,49,52,1.27,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,1,0
Running,09-07-18 17:24,FALSE,Kansas City Running,0.8,110,07:21.5,144,159,2,156,172,9:11,8:03,46,75,1.13,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Running,09-07-18 16:26,FALSE,Kansas City Running,0.73,93,06:08.0,144,163,2,161,177,8:24,7:08,52,46,1.19,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,1,0
Running,07-07-18 13:17,FALSE,Kansas City Running,0.8,116,07:21.9,152,170,2.2,160,170,9:09,8:04,43,66,1.1,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Running,07-07-18 12:35,FALSE,Kansas City Running,0.84,107,07:02.1,146,167,2.1,163,176,8:20,7:05,75,52,1.18,0,0,0,0,0,0:00,87.8,0:00,No,00:00.0,1,0
Running,05-07-18 18:26,FALSE,Kansas City Running,4.31,587,0:37:39,151,179,3.8,162,186,8:44,6:19,108,138,1.14,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,5,0
Running,03-07-18 18:20,FALSE,Kansas City Running,0.81,106,07:01.4,148,159,2.1,157,170,8:42,7:55,39,75,1.18,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Running,03-07-18 17:40,FALSE,Kansas City Running,0.74,90,06:33.3,137,157,1.8,160,172,8:54,7:45,56,52,1.13,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,1,0
Running,02-07-18 16:14,FALSE,Kansas City Running,4.32,564,0:37:46,146,172,3.4,162,178,8:45,6:50,108,131,1.14,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,5,0
Running,01-07-18 14:26,FALSE,Kansas City Running,0.8,100,06:40.4,144,164,2.1,163,177,8:20,6:49,52,79,1.18,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Running,01-07-18 13:38,FALSE,Kansas City Running,0.78,88,07:00.5,126,148,1.5,158,186,9:01,6:22,75,49,1.13,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,1,0
Running,26-06-18 16:43,FALSE,Kansas City Running,4.31,585,0:36:56,152,181,3.9,164,182,8:35,7:09,121,144,1.15,0,0,0,0,0,0:00,87.8,0:00,No,00:00.0,5,0
Running,22-06-18 18:14,FALSE,Kansas City Running,0.75,108,07:15.9,146,162,2.1,159,173,9:41,2:35,43,66,1.05,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Running,22-06-18 17:36,FALSE,Kansas City Running,0.81,149,0:12:25,128,150,2,101,171,15:24,8:14,75,43,1.03,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,21-06-18 12:50,FALSE,Treadmill Running,0.76,127,08:55.2,146,166,2.2,124,173,11:44,7:13,--,--,1.11,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,21-06-18 12:06,FALSE,Treadmill Running,0.89,115,07:57.2,138,150,2.1,159,173,8:53,7:23,--,--,1.14,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Running,19-06-18 15:57,FALSE,Kansas City Running,2.27,293,0:21:21,137,155,2.3,148,179,9:25,6:41,95,105,1.15,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,3,0
Treadmill Running,18-06-18 16:29,FALSE,Treadmill Running,0.76,112,07:59.0,139,163,2,131,187,10:29,5:16,--,--,1.17,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Running,15-06-18 15:00,FALSE,Kansas City Running,3.01,424,0:28:02,148,170,3.3,147,192,9:19,5:57,82,112,1.18,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,4,0
Running,13-06-18 16:44,FALSE,Kansas City Running,4.13,538,0:37:06,145,177,3.4,161,177,8:59,7:16,89,135,1.11,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,5,0
Running,12-06-18 18:40,FALSE,Kansas City Running,2.45,317,0:22:51,141,163,2.9,157,191,9:20,5:57,39,82,1.1,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,3,0
Cycling,11-06-18 19:51,FALSE,Kansas City Cycling,2.05,156,0:18:21,108,132,0.9,--,--,6.7,11.5,16,108,0,0,0,0,0,0,0:00,87.8,0:00,No,00:00.0,1,0
Running,11-06-18 18:54,FALSE,Kansas City Running,2.6,363,0:30:03,131,159,2.5,147,174,11:34,7:29,89,49,0.94,0,0,0,0,0,0:00,86,0:00,No,00:00.0,3,0
Running,09-06-18 13:25,FALSE,Kansas City Running,4.1,538,0:34:40,153,179,4.1,164,176,8:27,6:01,85,128,1.16,0,0,0,0,0,0:00,86,0:00,No,00:00.0,5,0
Running,05-06-18 15:49,FALSE,Kansas City Running,2.91,391,0:25:28,150,164,3.7,161,172,8:45,7:09,85,89,1.14,0,0,0,0,0,0:00,87.8,0:00,No,00:00.0,3,0
Running,04-06-18 19:43,FALSE,Kansas City Running,4.37,567,0:47:07,131,167,3.6,129,177,10:48,6:55,118,135,1.15,0,0,0,0,0,0:00,77,0:00,No,00:00.0,5,0
Running,31-05-18 16:59,FALSE,Kansas City Running,0.83,122,08:08.0,150,169,2.4,148,176,9:51,7:54,46,72,1.1,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Running,31-05-18 16:17,FALSE,Kansas City Running,0.81,113,07:48.1,144,165,2.3,150,175,9:41,6:55,75,49,1.11,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Running,30-05-18 18:49,FALSE,Kansas City Running,3.01,409,0:27:10,148,173,3.8,155,178,9:02,6:43,69,95,1.15,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,4,0
Treadmill Running,29-05-18 18:30,FALSE,Treadmill Running,1.5,200,0:15:57,130,138,2.3,141,166,10:38,7:35,--,--,1.13,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Cycling,27-05-18 13:44,FALSE,Kansas City Cycling,1.73,110,0:15:55,100,119,0.5,--,--,6.5,13.4,26,125,0,0,0,0,0,0,0:00,95,0:00,No,00:00.0,1,0
Cycling,27-05-18 12:59,FALSE,Kansas City Cycling,1.9,143,0:24:09,94,121,0.5,--,--,4.7,14.6,131,154,0,0,0,0,0,0,0:00,93.2,0:00,No,00:00.0,1,0
Running,25-05-18 15:39,FALSE,Kansas City Running,3,417,0:28:34,143,163,3.5,157,170,9:30,7:33,89,82,1.08,0,0,0,0,0,0:00,84.2,0:00,No,00:00.0,4,0
Treadmill Running,24-05-18 12:16,FALSE,Treadmill Running,1.09,142,09:41.2,142,154,2.5,159,168,8:53,8:46,--,--,1.07,0,0,0,0,0,0:00,80.6,0:00,No,00:00.0,2,0
Running,23-05-18 13:29,FALSE,Kansas City Running,0.67,97,06:33.5,145,161,2.2,152,170,9:44,7:39,33,56,1.09,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Running,23-05-18 12:28,FALSE,Kansas City Running,0.98,130,09:18.7,136,155,2.3,158,165,9:31,8:26,56,52,1.07,0,0,0,0,0,0:00,82.4,0:00,No,00:00.0,1,0
Treadmill Running,20-05-18 17:39,FALSE,Treadmill Running,1,130,08:52.0,142,150,2.4,160,169,8:52,5:30,--,--,1.22,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,20-05-18 16:59,FALSE,Treadmill Running,1.1,106,09:13.8,122,130,1.4,157,166,8:23,7:39,--,--,1.16,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Treadmill Running,19-05-18 15:45,FALSE,Treadmill Running,2,239,0:17:29,135,144,2.7,160,166,8:44,6:06,--,--,1.21,0,0,0,0,0,0:00,77,0:00,No,00:00.0,3,0
Treadmill Running,18-05-18 12:51,FALSE,Treadmill Running,1.02,135,08:52.4,150,169,2.6,159,168,8:42,7:47,--,--,1.16,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,18-05-18 12:10,FALSE,Treadmill Running,1.03,137,09:27.7,140,152,2.4,148,172,9:11,7:21,--,--,1.21,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,2,0
Running,26-04-18 15:31,FALSE,Kansas City Running,4.22,575,0:35:53,157,177,4.1,165,236,8:30,5:10,128,135,1.15,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,5,0
Treadmill Running,25-04-18 16:41,FALSE,Treadmill Running,1,129,09:05.5,140,155,2.2,149,177,9:03,5:16,--,--,1.19,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,25-04-18 16:11,FALSE,Treadmill Running,0.9,116,07:44.3,146,158,2.2,160,177,8:35,5:51,--,--,1.17,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,24-04-18 15:56,FALSE,Treadmill Running,1,143,09:21.7,146,159,2.4,156,171,9:22,6:37,--,--,1.19,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,24-04-18 15:14,FALSE,Treadmill Running,0.55,67,04:14.0,155,159,2,169,175,7:41,5:38,--,--,1.24,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Treadmill Running,22-04-18 15:12,FALSE,Treadmill Running,0.68,88,05:27.2,161,177,2.3,154,181,8:03,4:14,--,--,1.3,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,22-04-18 14:23,FALSE,Treadmill Running,1.1,123,09:15.3,135,154,2.1,147,181,8:25,4:17,--,--,1.28,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Treadmill Running,21-04-18 14:45,FALSE,Treadmill Running,1.12,122,08:14.6,147,165,2.3,166,177,7:22,4:34,--,--,1.24,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,19-04-18 16:31,FALSE,Treadmill Running,0.81,94,0:10:13,112,130,1,108,183,12:38,5:09,--,--,1.18,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,15-04-18 12:20,FALSE,Treadmill Running,3,335,0:25:52,134,145,2.6,164,170,8:37,5:29,--,--,1.16,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,4,0
Treadmill Running,13-04-18 17:26,FALSE,Treadmill Running,0.95,114,07:54.7,142,154,2.2,152,177,8:21,4:29,--,--,1.26,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,12-04-18 12:00,FALSE,Treadmill Running,0.93,104,08:01.5,132,152,2,158,175,8:35,5:44,--,--,1.19,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,12-04-18 11:22,FALSE,Treadmill Running,1.01,131,09:31.3,140,152,2.2,146,171,9:27,4:40,--,--,1.17,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,10-04-18 18:18,FALSE,Treadmill Running,1.02,112,07:21.8,153,167,2.5,165,183,7:15,4:43,--,--,1.35,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,10-04-18 17:48,FALSE,Treadmill Running,1,117,07:59.0,144,151,2.3,162,175,7:59,5:51,--,--,1.25,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,09-04-18 13:31,FALSE,Treadmill Running,0.99,140,09:02.0,153,165,2.6,151,173,9:05,5:26,--,--,1.18,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,09-04-18 12:48,FALSE,Treadmill Running,0.99,130,08:56.0,143,159,2.4,151,175,8:59,6:18,--,--,1.18,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,06-04-18 13:04,FALSE,Treadmill Running,1.5,182,0:11:43,153,169,3,168,179,7:49,5:59,--,--,1.15,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,06-04-18 12:28,FALSE,Treadmill Running,1.5,232,0:23:02,124,154,2.7,93,175,15:22,4:44,--,--,1.16,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,04-04-18 16:23,FALSE,Treadmill Running,2,272,0:17:50,146,165,3.1,151,173,8:55,5:53,--,--,0.95,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,03-04-18 16:49,FALSE,Treadmill Running,0.67,155,0:16:29,116,148,2,74,171,24:47:00,7:09,--,--,0.88,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,03-04-18 16:20,FALSE,Treadmill Running,0.87,159,0:13:01,129,147,2.2,102,175,14:59,5:59,--,--,1.06,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,1,0
Treadmill Running,02-04-18 16:32,FALSE,Treadmill Running,0.82,139,0:12:28,124,148,2.2,106,173,15:15,5:48,--,--,1,0,0,0,0,0,0:00,66.2,0:00,No,00:00.0,1,0
Cycling,31-03-18 14:14,FALSE,Kansas City Cycling,1.93,114,0:15:28,102,126,0.6,--,--,7.5,20.2,13,141,0,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,1,0
Cycling,31-03-18 13:23,FALSE,Kansas City Cycling,1.27,138,0:18:43,103,128,0.7,--,--,4.1,9.2,128,3,0,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,30-03-18 12:48,FALSE,Treadmill Running,0.46,69,05:55.4,124,152,1.3,114,175,12:46,6:43,--,--,1.11,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Treadmill Running,29-03-18 16:10,FALSE,Treadmill Running,0.84,131,08:20.0,153,163,2.4,153,179,9:56,5:51,--,--,1.06,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,29-03-18 15:32,FALSE,Treadmill Running,0.87,161,0:15:20,124,166,2.4,89,171,17:42,6:42,--,--,1.03,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,28-03-18 18:27,FALSE,Treadmill Running,0.9,247,0:29:49,115,155,2.3,56,166,33:07:00,8:24,--,--,0.87,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,28-03-18 17:55,FALSE,Treadmill Running,0.1,15,01:06.3,138,144,0.4,138,169,11:22,7:08,--,--,1.02,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,27-03-18 16:03,FALSE,Treadmill Running,0.83,134,08:42.2,151,168,2.4,146,171,10:33,7:07,--,--,1.04,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,27-03-18 15:31,FALSE,Treadmill Running,0.87,143,0:11:12,133,151,2.2,121,169,12:51,6:05,--,--,1.03,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,26-03-18 17:27,FALSE,Treadmill Running,0.47,79,05:30.4,145,158,1.9,142,171,11:48,7:25,--,--,0.96,0,0,0,0,0,0:00,78.8,0:00,No,00:00.0,1,0
Treadmill Running,26-03-18 16:35,FALSE,Treadmill Running,0.82,112,07:49.0,139,153,2.1,161,171,9:29,7:05,--,--,1.05,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Running,24-03-18 13:47,FALSE,Kansas City Running,2.64,447,0:35:46,141,171,3.1,130,234,13:34,8:49,92,56,0.91,0,0,0,0,0,0:00,55.4,0:00,No,00:00.0,3,0
Treadmill Running,18-03-18 15:49,FALSE,Treadmill Running,0.86,138,0:10:25,134,158,2.1,142,168,12:06,7:10,--,--,0.94,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,15-03-18 20:17,FALSE,Treadmill Running,0.87,171,0:17:52,118,159,2,78,173,20:31,7:05,--,--,1,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,13-03-18 16:01,FALSE,Treadmill Running,0.66,90,07:57.3,123,147,1.3,119,183,11:59,5:59,--,--,1.13,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,12-03-18 17:04,FALSE,Treadmill Running,0.84,101,07:18.8,135,151,2,164,180,8:45,6:02,--,--,1.12,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,12-03-18 16:37,FALSE,Treadmill Running,0.89,110,07:53.1,139,158,2,158,185,8:53,5:32,--,--,1.15,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,11-03-18 12:25,FALSE,Treadmill Running,0.84,123,09:04.1,136,153,2.1,145,177,10:44,7:09,--,--,1.03,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,09-03-18 16:08,FALSE,Treadmill Running,0.85,112,07:43.8,142,160,2.1,154,189,9:03,5:16,--,--,1.15,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,09-03-18 15:30,FALSE,Treadmill Running,0.85,121,08:20.2,142,161,2.2,152,177,9:50,7:01,--,--,1.08,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,08-03-18 14:12,FALSE,Treadmill Running,1,191,0:16:15,134,164,2.3,111,178,16:14,5:42,--,--,0.89,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,08-03-18 13:29,FALSE,Treadmill Running,0.86,130,09:11.3,142,159,2.3,144,175,10:41,6:54,--,--,1.05,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,07-03-18 16:15,FALSE,Treadmill Running,0.33,111,0:12:12,116,161,1.2,51,171,37:09:00,7:20,--,--,0.85,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,07-03-18 15:40,FALSE,Treadmill Running,0.83,111,07:10.5,150,165,2.2,164,179,8:38,6:54,--,--,1.14,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,06-03-18 14:16,FALSE,Treadmill Running,0.64,125,08:52.0,144,158,2.2,120,175,13:45,5:47,--,--,0.98,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,06-03-18 13:25,FALSE,Treadmill Running,0.84,128,09:18.0,137,153,2.1,145,175,11:02,6:48,--,--,1,0,0,0,0,0,0:00,66.2,0:00,No,00:00.0,1,0
Treadmill Running,03-03-18 13:48,FALSE,Treadmill Running,0.7,90,05:59.0,145,151,2,173,179,8:30,6:40,--,--,1.1,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,02-03-18 16:17,FALSE,Treadmill Running,0.83,105,07:00.0,145,161,2.1,172,187,8:23,6:10,--,--,1.11,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,02-03-18 15:48,FALSE,Treadmill Running,0.93,112,07:33.2,146,168,2.2,168,187,8:07,5:53,--,--,1.18,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Running,01-03-18 15:56,FALSE,Kansas City Running,4.24,563,0:37:08,151,162,3.7,164,178,8:46,6:53,115,131,1.12,0,0,0,0,0,0:00,59,0:00,No,00:00.0,5,0
Treadmill Running,28-02-18 15:51,FALSE,Treadmill Running,0.98,121,07:45.6,151,162,2.3,162,175,7:57,5:58,--,--,1.25,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,28-02-18 15:08,FALSE,Treadmill Running,0.99,147,0:12:46,128,158,2.2,102,175,12:54,6:55,--,--,1.22,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,27-02-18 16:32,FALSE,Treadmill Running,1.01,107,07:03.0,147,166,2.3,172,200,7:00,4:32,--,--,1.34,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,27-02-18 15:37,FALSE,Treadmill Running,0.99,155,0:12:27,135,163,2.4,102,177,12:37,6:41,--,--,1.26,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,26-02-18 10:41,FALSE,Treadmill Running,0.97,109,07:07.5,145,164,2.2,171,185,7:22,5:44,--,--,1.27,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,1,0
Treadmill Running,26-02-18 9:54,FALSE,Treadmill Running,1,116,08:10.2,144,156,2.2,160,177,8:09,6:09,--,--,1.23,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,24-02-18 13:46,FALSE,Treadmill Running,0.98,111,07:57.1,139,150,2.2,161,173,8:08,6:21,--,--,1.23,0,0,0,0,0,0:00,77,0:00,No,00:00.0,1,0
Treadmill Running,21-02-18 20:51,FALSE,Treadmill Running,0.65,74,05:13.5,143,158,2,160,183,8:04,5:48,--,--,1.25,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,21-02-18 20:14,FALSE,Treadmill Running,0.9,109,07:39.3,142,151,2.2,154,173,8:33,7:18,--,--,1.22,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,1,0
Treadmill Running,19-02-18 16:35,FALSE,Treadmill Running,1,145,0:10:07,149,168,2.6,135,173,10:05,7:21,--,--,1.18,0,0,0,0,0,0:00,77,0:00,No,00:00.0,2,0
Treadmill Running,19-02-18 15:54,FALSE,Treadmill Running,1,105,08:42.9,128,142,2,152,171,8:42,7:07,--,--,1.22,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,17-02-18 14:25,FALSE,Treadmill Running,2,216,0:14:48,147,158,3,167,189,7:24,5:03,--,--,1.29,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,16-02-18 16:20,FALSE,Treadmill Running,1,148,0:10:00,151,166,2.7,134,171,9:59,6:03,--,--,1.2,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,16-02-18 15:46,FALSE,Treadmill Running,1,127,09:45.3,135,148,2.2,137,172,9:45,5:22,--,--,1.59,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,2,0
Treadmill Running,15-02-18 15:53,FALSE,Treadmill Running,1.32,105,09:46.2,121,143,1.8,138,173,7:24,5:29,--,--,1.56,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,15-02-18 15:27,FALSE,Treadmill Running,0.53,71,05:38.7,134,154,1.7,95,171,10:36,5:17,--,--,1.59,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
Treadmill Running,09-02-18 13:00,FALSE,Treadmill Running,1.5,132,08:45.9,156,165,2.5,168,177,5:51,6:46,--,--,1.25,0,0,0,0,0,0:00,73.4,0:00,No,00:00.0,2,0
Treadmill Running,09-02-18 12:07,FALSE,Treadmill Running,1.49,199,0:19:14,127,160,2.5,106,175,12:54,7:55,--,--,0.97,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,2,0
Treadmill Running,08-02-18 16:16,FALSE,Treadmill Running,1,147,0:14:02,125,147,2.1,135,185,14:00,7:08,--,--,0.85,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,2,0
Treadmill Running,08-02-18 15:43,FALSE,Treadmill Running,0.89,137,0:11:50,130,151,2.2,118,175,13:15,8:00,--,--,1.03,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,1,0
Treadmill Running,07-02-18 14:06,FALSE,Treadmill Running,1.5,303,0:33:41,126,171,3.1,82,171,22:27,5:25,--,--,1.01,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,2,0
Treadmill Running,07-02-18 13:29,FALSE,Treadmill Running,1.5,185,0:13:42,143,160,2.8,133,173,9:08,6:59,--,--,1.23,0,0,0,0,0,0:00,69.8,0:00,No,00:00.0,2,0
Treadmill Running,05-02-18 12:56,FALSE,Treadmill Running,2,235,0:18:33,140,158,3,140,175,9:16,7:44,--,--,1.11,0,0,0,0,0,0:00,71.6,0:00,No,00:00.0,2,0
Treadmill Running,01-02-18 16:43,FALSE,Treadmill Running,0.48,51,04:26.4,125,131,0.8,155,171,9:16,7:41,--,--,1.12,0,0,0,0,0,0:00,75.2,0:00,No,00:00.0,1,0
